項次,西元年,民國年,性別,年齡,預期壽命
11026,2060,149,總計,39歲,47.96
11027,2060,149,男性,39歲,44.92
11028,2060,149,女性,39歲,50.99
11029,2060,149,總計,40歲,46.99
11030,2060,149,男性,40歲,43.95
11031,2060,149,女性,40歲,50.02
11032,2060,149,總計,41歲,46.02
11033,2060,149,男性,41歲,42.99
11034,2060,149,女性,41歲,49.04
11035,2060,149,總計,42歲,45.05
11036,2060,149,男性,42歲,42.03
11037,2060,149,女性,42歲,48.07
11038,2060,149,總計,43歲,44.09
11039,2060,149,男性,43歲,41.07
11040,2060,149,女性,43歲,47.1
11041,2060,149,總計,44歲,43.13
11042,2060,149,男性,44歲,40.12
11043,2060,149,女性,44歲,46.13
11044,2060,149,總計,45歲,42.18
11045,2060,149,男性,45歲,39.18
11046,2060,149,女性,45歲,45.17
11047,2060,149,總計,46歲,41.23
11048,2060,149,男性,46歲,38.24
11049,2060,149,女性,46歲,44.21
11050,2060,149,總計,47歲,40.28
11051,2060,149,男性,47歲,37.3
11052,2060,149,女性,47歲,43.25
11053,2060,149,總計,48歲,39.34
11054,2060,149,男性,48歲,36.38
11055,2060,149,女性,48歲,42.29
11056,2060,149,總計,49歲,38.41
11057,2060,149,男性,49歲,35.46
11058,2060,149,女性,49歲,41.33
11059,2060,149,總計,50歲,37.48
11060,2060,149,男性,50歲,34.55
11061,2060,149,女性,50歲,40.38
11062,2060,149,總計,51歲,36.55
11063,2060,149,男性,51歲,33.64
11064,2060,149,女性,51歲,39.43
11065,2060,149,總計,52歲,35.64
11066,2060,149,男性,52歲,32.75
11067,2060,149,女性,52歲,38.48
11068,2060,149,總計,53歲,34.72
11069,2060,149,男性,53歲,31.87
11070,2060,149,女性,53歲,37.54
11071,2060,149,總計,54歲,33.82
11072,2060,149,男性,54歲,30.99
11073,2060,149,女性,54歲,36.6
11074,2060,149,總計,55歲,32.92
11075,2060,149,男性,55歲,30.12
11076,2060,149,女性,55歲,35.66
11077,2060,149,總計,56歲,32.02
11078,2060,149,男性,56歲,29.26
11079,2060,149,女性,56歲,34.72
11080,2060,149,總計,57歲,31.13
11081,2060,149,男性,57歲,28.41
11082,2060,149,女性,57歲,33.78
11083,2060,149,總計,58歲,30.24
11084,2060,149,男性,58歲,27.56
11085,2060,149,女性,58歲,32.85
11086,2060,149,總計,59歲,29.36
11087,2060,149,男性,59歲,26.72
11088,2060,149,女性,59歲,31.92
11089,2060,149,總計,60歲,28.48
11090,2060,149,男性,60歲,25.88
11091,2060,149,女性,60歲,30.99
11092,2060,149,總計,61歲,27.61
11093,2060,149,男性,61歲,25.06
11094,2060,149,女性,61歲,30.06
11095,2060,149,總計,62歲,26.74
11096,2060,149,男性,62歲,24.24
11097,2060,149,女性,62歲,29.14
11098,2060,149,總計,63歲,25.88
11099,2060,149,男性,63歲,23.42
11100,2060,149,女性,63歲,28.22
11101,2060,149,總計,64歲,25.02
11102,2060,149,男性,64歲,22.61
11103,2060,149,女性,64歲,27.3
11104,2060,149,總計,65歲,24.17
11105,2060,149,男性,65歲,21.81
11106,2060,149,女性,65歲,26.39
11107,2060,149,總計,66歲,23.33
11108,2060,149,男性,66歲,21.01
11109,2060,149,女性,66歲,25.49
11110,2060,149,總計,67歲,22.49
11111,2060,149,男性,67歲,20.23
11112,2060,149,女性,67歲,24.59
11113,2060,149,總計,68歲,21.66
11114,2060,149,男性,68歲,19.45
11115,2060,149,女性,68歲,23.69
11116,2060,149,總計,69歲,20.84
11117,2060,149,男性,69歲,18.68
11118,2060,149,女性,69歲,22.81
11119,2060,149,總計,70歲,20.02
11120,2060,149,男性,70歲,17.93
11121,2060,149,女性,70歲,21.93
11122,2060,149,總計,71歲,19.22
11123,2060,149,男性,71歲,17.18
11124,2060,149,女性,71歲,21.06
11125,2060,149,總計,72歲,18.43
11126,2060,149,男性,72歲,16.45
11127,2060,149,女性,72歲,20.2
11128,2060,149,總計,73歲,17.65
11129,2060,149,男性,73歲,15.73
11130,2060,149,女性,73歲,19.35
11131,2060,149,總計,74歲,16.88
11132,2060,149,男性,74歲,15.02
11133,2060,149,女性,74歲,18.51
11134,2060,149,總計,75歲,16.13
11135,2060,149,男性,75歲,14.33
11136,2060,149,女性,75歲,17.68
11137,2060,149,總計,76歲,15.39
11138,2060,149,男性,76歲,13.65
11139,2060,149,女性,76歲,16.87
11140,2060,149,總計,77歲,14.66
11141,2060,149,男性,77歲,12.99
11142,2060,149,女性,77歲,16.07
11143,2060,149,總計,78歲,13.95
11144,2060,149,男性,78歲,12.35
11145,2060,149,女性,78歲,15.28
11146,2060,149,總計,79歲,13.26
11147,2060,149,男性,79歲,11.73
11148,2060,149,女性,79歲,14.5
11149,2060,149,總計,80歲,12.58
11150,2060,149,男性,80歲,11.13
11151,2060,149,女性,80歲,13.74
11152,2060,149,總計,81歲,11.92
11153,2060,149,男性,81歲,10.54
11154,2060,149,女性,81歲,13
11155,2060,149,總計,82歲,11.28
11156,2060,149,男性,82歲,9.98
11157,2060,149,女性,82歲,12.29
11158,2060,149,總計,83歲,10.66
11159,2060,149,男性,83歲,9.43
11160,2060,149,女性,83歲,11.59
11161,2060,149,總計,84歲,10.06
11162,2060,149,男性,84歲,8.91
11163,2060,149,女性,84歲,10.91
11164,2060,149,總計,85歲,9.48
11165,2060,149,男性,85歲,8.4
11166,2060,149,女性,85歲,10.25
11167,2060,149,總計,86歲,8.93
11168,2060,149,男性,86歲,7.92
11169,2060,149,女性,86歲,9.64
11170,2060,149,總計,87歲,8.4
11171,2060,149,男性,87歲,7.46
11172,2060,149,女性,87歲,9.04
11173,2060,149,總計,88歲,7.89
11174,2060,149,男性,88歲,7.02
11175,2060,149,女性,88歲,8.47
11176,2060,149,總計,89歲,7.4
11177,2060,149,男性,89歲,6.6
11178,2060,149,女性,89歲,7.92
11179,2060,149,總計,90歲,6.94
11180,2060,149,男性,90歲,6.2
11181,2060,149,女性,90歲,7.39
11182,2060,149,總計,91歲,6.49
11183,2060,149,男性,91歲,5.82
11184,2060,149,女性,91歲,6.89
11185,2060,149,總計,92歲,6.06
11186,2060,149,男性,92歲,5.45
11187,2060,149,女性,92歲,6.41
11188,2060,149,總計,93歲,5.65
11189,2060,149,男性,93歲,5.11
11190,2060,149,女性,93歲,5.95
11191,2060,149,總計,94歲,5.26
11192,2060,149,男性,94歲,4.78
11193,2060,149,女性,94歲,5.52
11194,2060,149,總計,95歲,4.89
11195,2060,149,男性,95歲,4.47
11196,2060,149,女性,95歲,5.11
11197,2060,149,總計,96歲,4.54
11198,2060,149,男性,96歲,4.18
11199,2060,149,女性,96歲,4.73
11200,2060,149,總計,97歲,4.22
11201,2060,149,男性,97歲,3.91
11202,2060,149,女性,97歲,4.37
11203,2060,149,總計,98歲,3.91
11204,2060,149,男性,98歲,3.65
11205,2060,149,女性,98歲,4.03
11206,2060,149,總計,99歲,3.61
11207,2060,149,男性,99歲,3.4
11208,2060,149,女性,99歲,3.71
11209,2060,149,總計,100歲及以上,2.79
11210,2060,149,男性,100歲及以上,2.71
11211,2060,149,女性,100歲及以上,2.82
11212,2061,150,總計,0歲,86.42
11213,2061,150,男性,0歲,83.34
11214,2061,150,女性,0歲,89.5
11215,2061,150,總計,1歲,85.65
11216,2061,150,男性,1歲,82.58
11217,2061,150,女性,1歲,88.72
11218,2061,150,總計,2歲,84.66
11219,2061,150,男性,2歲,81.59
11220,2061,150,女性,2歲,87.73
11221,2061,150,總計,3歲,83.66
11222,2061,150,男性,3歲,80.59
11223,2061,150,女性,3歲,86.73
11224,2061,150,總計,4歲,82.67
11225,2061,150,男性,4歲,79.6
11226,2061,150,女性,4歲,85.73
11227,2061,150,總計,5歲,81.67
11228,2061,150,男性,5歲,78.6
11229,2061,150,女性,5歲,84.74
11230,2061,150,總計,6歲,80.67
11231,2061,150,男性,6歲,77.6
11232,2061,150,女性,6歲,83.74
11233,2061,150,總計,7歲,79.67
11234,2061,150,男性,7歲,76.6
11235,2061,150,女性,7歲,82.74
11236,2061,150,總計,8歲,78.68
11237,2061,150,男性,8歲,75.61
11238,2061,150,女性,8歲,81.75
11239,2061,150,總計,9歲,77.68
11240,2061,150,男性,9歲,74.61
11241,2061,150,女性,9歲,80.75
11242,2061,150,總計,10歲,76.68
11243,2061,150,男性,10歲,73.61
11244,2061,150,女性,10歲,79.75
11245,2061,150,總計,11歲,75.68
11246,2061,150,男性,11歲,72.61
11247,2061,150,女性,11歲,78.75
11248,2061,150,總計,12歲,74.69
11249,2061,150,男性,12歲,71.62
11250,2061,150,女性,12歲,77.76
11251,2061,150,總計,13歲,73.69
11252,2061,150,男性,13歲,70.62
11253,2061,150,女性,13歲,76.76
11254,2061,150,總計,14歲,72.7
11255,2061,150,男性,14歲,69.62
11256,2061,150,女性,14歲,75.76
11257,2061,150,總計,15歲,71.7
11258,2061,150,男性,15歲,68.63
11259,2061,150,女性,15歲,74.77
11260,2061,150,總計,16歲,70.71
11261,2061,150,男性,16歲,67.64
11262,2061,150,女性,16歲,73.78
11263,2061,150,總計,17歲,69.72
11264,2061,150,男性,17歲,66.65
11265,2061,150,女性,17歲,72.78
11266,2061,150,總計,18歲,68.73
11267,2061,150,男性,18歲,65.66
11268,2061,150,女性,18歲,71.79
11269,2061,150,總計,19歲,67.74
11270,2061,150,男性,19歲,64.68
11271,2061,150,女性,19歲,70.8
11272,2061,150,總計,20歲,66.75
11273,2061,150,男性,20歲,63.69
11274,2061,150,女性,20歲,69.81
11275,2061,150,總計,21歲,65.77
11276,2061,150,男性,21歲,62.71
11277,2061,150,女性,21歲,68.82
11278,2061,150,總計,22歲,64.78
11279,2061,150,男性,22歲,61.73
11280,2061,150,女性,22歲,67.83
11281,2061,150,總計,23歲,63.79
11282,2061,150,男性,23歲,60.74
11283,2061,150,女性,23歲,66.84
11284,2061,150,總計,24歲,62.81
11285,2061,150,男性,24歲,59.76
11286,2061,150,女性,24歲,65.85
11287,2061,150,總計,25歲,61.82
11288,2061,150,男性,25歲,58.77
11289,2061,150,女性,25歲,64.86
11290,2061,150,總計,26歲,60.83
11291,2061,150,男性,26歲,57.79
11292,2061,150,女性,26歲,63.87
11293,2061,150,總計,27歲,59.85
11294,2061,150,男性,27歲,56.8
11295,2061,150,女性,27歲,62.89
11296,2061,150,總計,28歲,58.86
11297,2061,150,男性,28歲,55.81
11298,2061,150,女性,28歲,61.9
11299,2061,150,總計,29歲,57.87
11300,2061,150,男性,29歲,54.83
11301,2061,150,女性,29歲,60.91
11302,2061,150,總計,30歲,56.89
11303,2061,150,男性,30歲,53.84
11304,2061,150,女性,30歲,59.93
11305,2061,150,總計,31歲,55.9
11306,2061,150,男性,31歲,52.86
11307,2061,150,女性,31歲,58.94
11308,2061,150,總計,32歲,54.92
11309,2061,150,男性,32歲,51.87
11310,2061,150,女性,32歲,57.96
11311,2061,150,總計,33歲,53.94
11312,2061,150,男性,33歲,50.89
11313,2061,150,女性,33歲,56.98
11314,2061,150,總計,34歲,52.96
11315,2061,150,男性,34歲,49.91
11316,2061,150,女性,34歲,56
11317,2061,150,總計,35歲,51.97
11318,2061,150,男性,35歲,48.93
11319,2061,150,女性,35歲,55.01
11320,2061,150,總計,36歲,51
11321,2061,150,男性,36歲,47.95
11322,2061,150,女性,36歲,54.03
11323,2061,150,總計,37歲,50.02
11324,2061,150,男性,37歲,46.98
11325,2061,150,女性,37歲,53.06
11326,2061,150,總計,38歲,49.04
11327,2061,150,男性,38歲,46
11328,2061,150,女性,38歲,52.08
11329,2061,150,總計,39歲,48.07
11330,2061,150,男性,39歲,45.03
11331,2061,150,女性,39歲,51.1
11332,2061,150,總計,40歲,47.1
11333,2061,150,男性,40歲,44.06
11334,2061,150,女性,40歲,50.13
11335,2061,150,總計,41歲,46.13
11336,2061,150,男性,41歲,43.1
11337,2061,150,女性,41歲,49.15
11338,2061,150,總計,42歲,45.16
11339,2061,150,男性,42歲,42.14
11340,2061,150,女性,42歲,48.18
11341,2061,150,總計,43歲,44.2
11342,2061,150,男性,43歲,41.18
11343,2061,150,女性,43歲,47.21
11344,2061,150,總計,44歲,43.24
11345,2061,150,男性,44歲,40.23
11346,2061,150,女性,44歲,46.24
11347,2061,150,總計,45歲,42.29
11348,2061,150,男性,45歲,39.28
11349,2061,150,女性,45歲,45.28
11350,2061,150,總計,46歲,41.33
11351,2061,150,男性,46歲,38.34
11352,2061,150,女性,46歲,44.31
11353,2061,150,總計,47歲,40.39
11354,2061,150,男性,47歲,37.41
11355,2061,150,女性,47歲,43.35
11356,2061,150,總計,48歲,39.45
11357,2061,150,男性,48歲,36.48
11358,2061,150,女性,48歲,42.4
11359,2061,150,總計,49歲,38.51
11360,2061,150,男性,49歲,35.56
11361,2061,150,女性,49歲,41.44
11362,2061,150,總計,50歲,37.58
11363,2061,150,男性,50歲,34.65
11364,2061,150,女性,50歲,40.49
11365,2061,150,總計,51歲,36.66
11366,2061,150,男性,51歲,33.74
11367,2061,150,女性,51歲,39.54
11368,2061,150,總計,52歲,35.74
11369,2061,150,男性,52歲,32.85
11370,2061,150,女性,52歲,38.59
11371,2061,150,總計,53歲,34.82
11372,2061,150,男性,53歲,31.96
11373,2061,150,女性,53歲,37.65
11374,2061,150,總計,54歲,33.92
11375,2061,150,男性,54歲,31.08
11376,2061,150,女性,54歲,36.7
11377,2061,150,總計,55歲,33.02
11378,2061,150,男性,55歲,30.21
11379,2061,150,女性,55歲,35.76
11380,2061,150,總計,56歲,32.12
11381,2061,150,男性,56歲,29.35
11382,2061,150,女性,56歲,34.82
11383,2061,150,總計,57歲,31.23
11384,2061,150,男性,57歲,28.5
11385,2061,150,女性,57歲,33.89
11386,2061,150,總計,58歲,30.34
11387,2061,150,男性,58歲,27.65
11388,2061,150,女性,58歲,32.95
11389,2061,150,總計,59歲,29.46
11390,2061,150,男性,59歲,26.81
11391,2061,150,女性,59歲,32.02
11392,2061,150,總計,60歲,28.58
11393,2061,150,男性,60歲,25.97
11394,2061,150,女性,60歲,31.09
11395,2061,150,總計,61歲,27.7
11396,2061,150,男性,61歲,25.14
11397,2061,150,女性,61歲,30.16
11398,2061,150,總計,62歲,26.84
11399,2061,150,男性,62歲,24.32
11400,2061,150,女性,62歲,29.24
11401,2061,150,總計,63歲,25.97
11402,2061,150,男性,63歲,23.5
11403,2061,150,女性,63歲,28.32
11404,2061,150,總計,64歲,25.11
11405,2061,150,男性,64歲,22.69
11406,2061,150,女性,64歲,27.4
11407,2061,150,總計,65歲,24.26
11408,2061,150,男性,65歲,21.89
11409,2061,150,女性,65歲,26.49
11410,2061,150,總計,66歲,23.41
11411,2061,150,男性,66歲,21.09
11412,2061,150,女性,66歲,25.58
11413,2061,150,總計,67歲,22.57
11414,2061,150,男性,67歲,20.31
11415,2061,150,女性,67歲,24.68
11416,2061,150,總計,68歲,21.74
11417,2061,150,男性,68歲,19.53
11418,2061,150,女性,68歲,23.79
11419,2061,150,總計,69歲,20.92
11420,2061,150,男性,69歲,18.76
11421,2061,150,女性,69歲,22.9
11422,2061,150,總計,70歲,20.11
11423,2061,150,男性,70歲,18
11424,2061,150,女性,70歲,22.02
11425,2061,150,總計,71歲,19.3
11426,2061,150,男性,71歲,17.25
11427,2061,150,女性,71歲,21.15
11428,2061,150,總計,72歲,18.51
11429,2061,150,男性,72歲,16.52
11430,2061,150,女性,72歲,20.29
11431,2061,150,總計,73歲,17.73
11432,2061,150,男性,73歲,15.8
11433,2061,150,女性,73歲,19.44
11434,2061,150,總計,74歲,16.96
11435,2061,150,男性,74歲,15.09
11436,2061,150,女性,74歲,18.59
11437,2061,150,總計,75歲,16.2
11438,2061,150,男性,75歲,14.39
11439,2061,150,女性,75歲,17.77
11440,2061,150,總計,76歲,15.46
11441,2061,150,男性,76歲,13.71
11442,2061,150,女性,76歲,16.95
11443,2061,150,總計,77歲,14.73
11444,2061,150,男性,77歲,13.05
11445,2061,150,女性,77歲,16.14
11446,2061,150,總計,78歲,14.02
11447,2061,150,男性,78歲,12.41
11448,2061,150,女性,78歲,15.35
11449,2061,150,總計,79歲,13.32
11450,2061,150,男性,79歲,11.79
11451,2061,150,女性,79歲,14.58
11452,2061,150,總計,80歲,12.64
11453,2061,150,男性,80歲,11.18
11454,2061,150,女性,80歲,13.82
11455,2061,150,總計,81歲,11.98
11456,2061,150,男性,81歲,10.59
11457,2061,150,女性,81歲,13.07
11458,2061,150,總計,82歲,11.34
11459,2061,150,男性,82歲,10.03
11460,2061,150,女性,82歲,12.35
11461,2061,150,總計,83歲,10.71
11462,2061,150,男性,83歲,9.48
11463,2061,150,女性,83歲,11.65
11464,2061,150,總計,84歲,10.11
11465,2061,150,男性,84歲,8.95
11466,2061,150,女性,84歲,10.97
11467,2061,150,總計,85歲,9.53
11468,2061,150,男性,85歲,8.44
11469,2061,150,女性,85歲,10.31
11470,2061,150,總計,86歲,8.98
11471,2061,150,男性,86歲,7.96
11472,2061,150,女性,86歲,9.69
11473,2061,150,總計,87歲,8.44
11474,2061,150,男性,87歲,7.5
11475,2061,150,女性,87歲,9.09
11476,2061,150,總計,88歲,7.93
11477,2061,150,男性,88歲,7.06
11478,2061,150,女性,88歲,8.52
11479,2061,150,總計,89歲,7.44
11480,2061,150,男性,89歲,6.63
11481,2061,150,女性,89歲,7.96
11482,2061,150,總計,90歲,6.97
11483,2061,150,男性,90歲,6.23
11484,2061,150,女性,90歲,7.43
11485,2061,150,總計,91歲,6.52
11486,2061,150,男性,91歲,5.85
11487,2061,150,女性,91歲,6.93
11488,2061,150,總計,92歲,6.09
11489,2061,150,男性,92歲,5.48
11490,2061,150,女性,92歲,6.44
11491,2061,150,總計,93歲,5.68
11492,2061,150,男性,93歲,5.13
11493,2061,150,女性,93歲,5.98
11494,2061,150,總計,94歲,5.28
11495,2061,150,男性,94歲,4.8
11496,2061,150,女性,94歲,5.55
11497,2061,150,總計,95歲,4.91
11498,2061,150,男性,95歲,4.49
11499,2061,150,女性,95歲,5.13
11500,2061,150,總計,96歲,4.56
11501,2061,150,男性,96歲,4.2
11502,2061,150,女性,96歲,4.75
11503,2061,150,總計,97歲,4.23
11504,2061,150,男性,97歲,3.92
11505,2061,150,女性,97歲,4.38
11506,2061,150,總計,98歲,3.92
11507,2061,150,男性,98歲,3.66
11508,2061,150,女性,98歲,4.04
11509,2061,150,總計,99歲,3.63
11510,2061,150,男性,99歲,3.41
11511,2061,150,女性,99歲,3.72
11512,2061,150,總計,100歲及以上,2.79
11513,2061,150,男性,100歲及以上,2.71
11514,2061,150,女性,100歲及以上,2.83
11515,2062,151,總計,0歲,86.54
11516,2062,151,男性,0歲,83.47
11517,2062,151,女性,0歲,89.61
11518,2062,151,總計,1歲,85.77
11519,2062,151,男性,1歲,82.7
11520,2062,151,女性,1歲,88.83
11521,2062,151,總計,2歲,84.78
11522,2062,151,男性,2歲,81.71
11523,2062,151,女性,2歲,87.84
11524,2062,151,總計,3歲,83.78
11525,2062,151,男性,3歲,80.71
11526,2062,151,女性,3歲,86.85
11527,2062,151,總計,4歲,82.78
11528,2062,151,男性,4歲,79.72
11529,2062,151,女性,4歲,85.85
11530,2062,151,總計,5歲,81.79
11531,2062,151,男性,5歲,78.72
11532,2062,151,女性,5歲,84.85
11533,2062,151,總計,6歲,80.79
11534,2062,151,男性,6歲,77.72
11535,2062,151,女性,6歲,83.85
11536,2062,151,總計,7歲,79.79
11537,2062,151,男性,7歲,76.72
11538,2062,151,女性,7歲,82.86
