項次,西元年,民國年,性別,年齡,預期壽命
6823,2046,135,總計,52歲,34.2
6824,2046,135,男性,52歲,31.39
6825,2046,135,女性,52歲,36.96
6826,2046,135,總計,53歲,33.31
6827,2046,135,男性,53歲,30.53
6828,2046,135,女性,53歲,36.02
6829,2046,135,總計,54歲,32.41
6830,2046,135,男性,54歲,29.67
6831,2046,135,女性,54歲,35.09
6832,2046,135,總計,55歲,31.53
6833,2046,135,男性,55歲,28.82
6834,2046,135,女性,55歲,34.16
6835,2046,135,總計,56歲,30.64
6836,2046,135,男性,56歲,27.98
6837,2046,135,女性,56歲,33.23
6838,2046,135,總計,57歲,29.76
6839,2046,135,男性,57歲,27.14
6840,2046,135,女性,57歲,32.3
6841,2046,135,總計,58歲,28.89
6842,2046,135,男性,58歲,26.31
6843,2046,135,女性,58歲,31.37
6844,2046,135,總計,59歲,28.02
6845,2046,135,男性,59歲,25.48
6846,2046,135,女性,59歲,30.45
6847,2046,135,總計,60歲,27.16
6848,2046,135,男性,60歲,24.67
6849,2046,135,女性,60歲,29.54
6850,2046,135,總計,61歲,26.3
6851,2046,135,男性,61歲,23.85
6852,2046,135,女性,61歲,28.62
6853,2046,135,總計,62歲,25.45
6854,2046,135,男性,62歲,23.05
6855,2046,135,女性,62歲,27.71
6856,2046,135,總計,63歲,24.6
6857,2046,135,男性,63歲,22.25
6858,2046,135,女性,63歲,26.8
6859,2046,135,總計,64歲,23.76
6860,2046,135,男性,64歲,21.46
6861,2046,135,女性,64歲,25.9
6862,2046,135,總計,65歲,22.92
6863,2046,135,男性,65歲,20.67
6864,2046,135,女性,65歲,25.01
6865,2046,135,總計,66歲,22.09
6866,2046,135,男性,66歲,19.9
6867,2046,135,女性,66歲,24.12
6868,2046,135,總計,67歲,21.27
6869,2046,135,男性,67歲,19.13
6870,2046,135,女性,67歲,23.23
6871,2046,135,總計,68歲,20.46
6872,2046,135,男性,68歲,18.37
6873,2046,135,女性,68歲,22.36
6874,2046,135,總計,69歲,19.66
6875,2046,135,男性,69歲,17.63
6876,2046,135,女性,69歲,21.49
6877,2046,135,總計,70歲,18.87
6878,2046,135,男性,70歲,16.89
6879,2046,135,女性,70歲,20.64
6880,2046,135,總計,71歲,18.09
6881,2046,135,男性,71歲,16.17
6882,2046,135,女性,71歲,19.79
6883,2046,135,總計,72歲,17.33
6884,2046,135,男性,72歲,15.46
6885,2046,135,女性,72歲,18.95
6886,2046,135,總計,73歲,16.57
6887,2046,135,男性,73歲,14.77
6888,2046,135,女性,73歲,18.13
6889,2046,135,總計,74歲,15.83
6890,2046,135,男性,74歲,14.09
6891,2046,135,女性,74歲,17.32
6892,2046,135,總計,75歲,15.1
6893,2046,135,男性,75歲,13.43
6894,2046,135,女性,75歲,16.52
6895,2046,135,總計,76歲,14.39
6896,2046,135,男性,76歲,12.78
6897,2046,135,女性,76歲,15.74
6898,2046,135,總計,77歲,13.7
6899,2046,135,男性,77歲,12.15
6900,2046,135,女性,77歲,14.97
6901,2046,135,總計,78歲,13.02
6902,2046,135,男性,78歲,11.54
6903,2046,135,女性,78歲,14.21
6904,2046,135,總計,79歲,12.36
6905,2046,135,男性,79歲,10.95
6906,2046,135,女性,79歲,13.47
6907,2046,135,總計,80歲,11.71
6908,2046,135,男性,80歲,10.38
6909,2046,135,女性,80歲,12.75
6910,2046,135,總計,81歲,11.09
6911,2046,135,男性,81歲,9.83
6912,2046,135,女性,81歲,12.05
6913,2046,135,總計,82歲,10.48
6914,2046,135,男性,82歲,9.3
6915,2046,135,女性,82歲,11.37
6916,2046,135,總計,83歲,9.9
6917,2046,135,男性,83歲,8.79
6918,2046,135,女性,83歲,10.71
6919,2046,135,總計,84歲,9.34
6920,2046,135,男性,84歲,8.3
6921,2046,135,女性,84歲,10.08
6922,2046,135,總計,85歲,8.79
6923,2046,135,男性,85歲,7.82
6924,2046,135,女性,85歲,9.46
6925,2046,135,總計,86歲,8.28
6926,2046,135,男性,86歲,7.38
6927,2046,135,女性,86歲,8.89
6928,2046,135,總計,87歲,7.8
6929,2046,135,男性,87歲,6.96
6930,2046,135,女性,87歲,8.35
6931,2046,135,總計,88歲,7.33
6932,2046,135,男性,88歲,6.55
6933,2046,135,女性,88歲,7.82
6934,2046,135,總計,89歲,6.88
6935,2046,135,男性,89歲,6.17
6936,2046,135,女性,89歲,7.32
6937,2046,135,總計,90歲,6.45
6938,2046,135,男性,90歲,5.8
6939,2046,135,女性,90歲,6.84
6940,2046,135,總計,91歲,6.04
6941,2046,135,男性,91歲,5.45
6942,2046,135,女性,91歲,6.38
6943,2046,135,總計,92歲,5.65
6944,2046,135,男性,92歲,5.12
6945,2046,135,女性,92歲,5.94
6946,2046,135,總計,93歲,5.28
6947,2046,135,男性,93歲,4.8
6948,2046,135,女性,93歲,5.53
6949,2046,135,總計,94歲,4.92
6950,2046,135,男性,94歲,4.51
6951,2046,135,女性,94歲,5.14
6952,2046,135,總計,95歲,4.59
6953,2046,135,男性,95歲,4.23
6954,2046,135,女性,95歲,4.77
6955,2046,135,總計,96歲,4.28
6956,2046,135,男性,96歲,3.96
6957,2046,135,女性,96歲,4.43
6958,2046,135,總計,97歲,3.98
6959,2046,135,男性,97歲,3.72
6960,2046,135,女性,97歲,4.11
6961,2046,135,總計,98歲,3.71
6962,2046,135,男性,98歲,3.48
6963,2046,135,女性,98歲,3.81
6964,2046,135,總計,99歲,3.44
6965,2046,135,男性,99歲,3.26
6966,2046,135,女性,99歲,3.52
6967,2046,135,總計,100歲及以上,2.72
6968,2046,135,男性,100歲及以上,2.64
6969,2046,135,女性,100歲及以上,2.75
6970,2047,136,總計,0歲,84.7
6971,2047,136,男性,0歲,81.58
6972,2047,136,女性,0歲,87.82
6973,2047,136,總計,1歲,83.95
6974,2047,136,男性,1歲,80.84
6975,2047,136,女性,1歲,87.06
6976,2047,136,總計,2歲,82.96
6977,2047,136,男性,2歲,79.85
6978,2047,136,女性,2歲,86.07
6979,2047,136,總計,3歲,81.97
6980,2047,136,男性,3歲,78.86
6981,2047,136,女性,3歲,85.08
6982,2047,136,總計,4歲,80.98
6983,2047,136,男性,4歲,77.87
6984,2047,136,女性,4歲,84.08
6985,2047,136,總計,5歲,79.98
6986,2047,136,男性,5歲,76.87
6987,2047,136,女性,5歲,83.09
6988,2047,136,總計,6歲,78.98
6989,2047,136,男性,6歲,75.87
6990,2047,136,女性,6歲,82.09
6991,2047,136,總計,7歲,77.99
6992,2047,136,男性,7歲,74.88
6993,2047,136,女性,7歲,81.1
6994,2047,136,總計,8歲,76.99
6995,2047,136,男性,8歲,73.88
6996,2047,136,女性,8歲,80.1
6997,2047,136,總計,9歲,75.99
6998,2047,136,男性,9歲,72.89
6999,2047,136,女性,9歲,79.1
7000,2047,136,總計,10歲,75
7001,2047,136,男性,10歲,71.89
7002,2047,136,女性,10歲,78.11
7003,2047,136,總計,11歲,74
7004,2047,136,男性,11歲,70.89
7005,2047,136,女性,11歲,77.11
7006,2047,136,總計,12歲,73.01
7007,2047,136,男性,12歲,69.9
7008,2047,136,女性,12歲,76.11
7009,2047,136,總計,13歲,72.01
7010,2047,136,男性,13歲,68.9
7011,2047,136,女性,13歲,75.12
7012,2047,136,總計,14歲,71.02
7013,2047,136,男性,14歲,67.91
7014,2047,136,女性,14歲,74.12
7015,2047,136,總計,15歲,70.02
7016,2047,136,男性,15歲,66.91
7017,2047,136,女性,15歲,73.13
7018,2047,136,總計,16歲,69.03
7019,2047,136,男性,16歲,65.93
7020,2047,136,女性,16歲,72.14
7021,2047,136,總計,17歲,68.04
7022,2047,136,男性,17歲,64.94
7023,2047,136,女性,17歲,71.15
7024,2047,136,總計,18歲,67.06
7025,2047,136,男性,18歲,63.96
7026,2047,136,女性,18歲,70.16
7027,2047,136,總計,19歲,66.07
7028,2047,136,男性,19歲,62.98
7029,2047,136,女性,19歲,69.17
7030,2047,136,總計,20歲,65.09
7031,2047,136,男性,20歲,62
7032,2047,136,女性,20歲,68.18
7033,2047,136,總計,21歲,64.11
7034,2047,136,男性,21歲,61.02
7035,2047,136,女性,21歲,67.19
7036,2047,136,總計,22歲,63.12
7037,2047,136,男性,22歲,60.04
7038,2047,136,女性,22歲,66.2
7039,2047,136,總計,23歲,62.14
7040,2047,136,男性,23歲,59.06
7041,2047,136,女性,23歲,65.21
7042,2047,136,總計,24歲,61.16
7043,2047,136,男性,24歲,58.08
7044,2047,136,女性,24歲,64.23
7045,2047,136,總計,25歲,60.17
7046,2047,136,男性,25歲,57.1
7047,2047,136,女性,25歲,63.24
7048,2047,136,總計,26歲,59.19
7049,2047,136,男性,26歲,56.12
7050,2047,136,女性,26歲,62.25
7051,2047,136,總計,27歲,58.21
7052,2047,136,男性,27歲,55.14
7053,2047,136,女性,27歲,61.27
7054,2047,136,總計,28歲,57.22
7055,2047,136,男性,28歲,54.16
7056,2047,136,女性,28歲,60.28
7057,2047,136,總計,29歲,56.24
7058,2047,136,男性,29歲,53.18
7059,2047,136,女性,29歲,59.3
7060,2047,136,總計,30歲,55.26
7061,2047,136,男性,30歲,52.2
7062,2047,136,女性,30歲,58.32
7063,2047,136,總計,31歲,54.28
7064,2047,136,男性,31歲,51.22
7065,2047,136,女性,31歲,57.33
7066,2047,136,總計,32歲,53.3
7067,2047,136,男性,32歲,50.24
7068,2047,136,女性,32歲,56.35
7069,2047,136,總計,33歲,52.32
7070,2047,136,男性,33歲,49.26
7071,2047,136,女性,33歲,55.37
7072,2047,136,總計,34歲,51.35
7073,2047,136,男性,34歲,48.29
7074,2047,136,女性,34歲,54.39
7075,2047,136,總計,35歲,50.37
7076,2047,136,男性,35歲,47.32
7077,2047,136,女性,35歲,53.41
7078,2047,136,總計,36歲,49.4
7079,2047,136,男性,36歲,46.35
7080,2047,136,女性,36歲,52.44
7081,2047,136,總計,37歲,48.43
7082,2047,136,男性,37歲,45.38
7083,2047,136,女性,37歲,51.46
7084,2047,136,總計,38歲,47.46
7085,2047,136,男性,38歲,44.42
7086,2047,136,女性,38歲,50.49
7087,2047,136,總計,39歲,46.49
7088,2047,136,男性,39歲,43.46
7089,2047,136,女性,39歲,49.51
7090,2047,136,總計,40歲,45.53
7091,2047,136,男性,40歲,42.5
7092,2047,136,女性,40歲,48.54
7093,2047,136,總計,41歲,44.57
7094,2047,136,男性,41歲,41.55
7095,2047,136,女性,41歲,47.57
7096,2047,136,總計,42歲,43.61
7097,2047,136,男性,42歲,40.6
7098,2047,136,女性,42歲,46.6
7099,2047,136,總計,43歲,42.66
7100,2047,136,男性,43歲,39.66
7101,2047,136,女性,43歲,45.64
7102,2047,136,總計,44歲,41.71
7103,2047,136,男性,44歲,38.73
7104,2047,136,女性,44歲,44.67
7105,2047,136,總計,45歲,40.77
7106,2047,136,男性,45歲,37.8
7107,2047,136,女性,45歲,43.71
7108,2047,136,總計,46歲,39.83
7109,2047,136,男性,46歲,36.87
7110,2047,136,女性,46歲,42.76
7111,2047,136,總計,47歲,38.89
7112,2047,136,男性,47歲,35.96
7113,2047,136,女性,47歲,41.8
7114,2047,136,總計,48歲,37.96
7115,2047,136,男性,48歲,35.05
7116,2047,136,女性,48歲,40.85
7117,2047,136,總計,49歲,37.04
7118,2047,136,男性,49歲,34.14
7119,2047,136,女性,49歲,39.9
7120,2047,136,總計,50歲,36.12
7121,2047,136,男性,50歲,33.25
7122,2047,136,女性,50歲,38.95
7123,2047,136,總計,51歲,35.21
7124,2047,136,男性,51歲,32.37
7125,2047,136,女性,51歲,38.01
7126,2047,136,總計,52歲,34.31
7127,2047,136,男性,52歲,31.49
7128,2047,136,女性,52歲,37.07
7129,2047,136,總計,53歲,33.41
7130,2047,136,男性,53歲,30.62
7131,2047,136,女性,53歲,36.13
7132,2047,136,總計,54歲,32.52
7133,2047,136,男性,54歲,29.76
7134,2047,136,女性,54歲,35.2
7135,2047,136,總計,55歲,31.63
7136,2047,136,男性,55歲,28.91
7137,2047,136,女性,55歲,34.27
7138,2047,136,總計,56歲,30.74
7139,2047,136,男性,56歲,28.07
7140,2047,136,女性,56歲,33.33
7141,2047,136,總計,57歲,29.86
7142,2047,136,男性,57歲,27.23
7143,2047,136,女性,57歲,32.41
7144,2047,136,總計,58歲,28.99
7145,2047,136,男性,58歲,26.4
7146,2047,136,女性,58歲,31.48
7147,2047,136,總計,59歲,28.12
7148,2047,136,男性,59歲,25.57
7149,2047,136,女性,59歲,30.56
7150,2047,136,總計,60歲,27.26
7151,2047,136,男性,60歲,24.75
7152,2047,136,女性,60歲,29.64
7153,2047,136,總計,61歲,26.4
7154,2047,136,男性,61歲,23.94
7155,2047,136,女性,61歲,28.73
7156,2047,136,總計,62歲,25.54
7157,2047,136,男性,62歲,23.13
7158,2047,136,女性,62歲,27.82
7159,2047,136,總計,63歲,24.69
7160,2047,136,男性,63歲,22.33
7161,2047,136,女性,63歲,26.91
7162,2047,136,總計,64歲,23.85
7163,2047,136,男性,64歲,21.54
7164,2047,136,女性,64歲,26.01
7165,2047,136,總計,65歲,23.01
7166,2047,136,男性,65歲,20.76
7167,2047,136,女性,65歲,25.11
7168,2047,136,總計,66歲,22.18
7169,2047,136,男性,66歲,19.98
7170,2047,136,女性,66歲,24.22
7171,2047,136,總計,67歲,21.36
7172,2047,136,男性,67歲,19.21
7173,2047,136,女性,67歲,23.33
7174,2047,136,總計,68歲,20.55
7175,2047,136,男性,68歲,18.45
7176,2047,136,女性,68歲,22.46
7177,2047,136,總計,69歲,19.75
7178,2047,136,男性,69歲,17.7
7179,2047,136,女性,69歲,21.59
7180,2047,136,總計,70歲,18.95
7181,2047,136,男性,70歲,16.97
7182,2047,136,女性,70歲,20.73
7183,2047,136,總計,71歲,18.17
7184,2047,136,男性,71歲,16.25
7185,2047,136,女性,71歲,19.88
7186,2047,136,總計,72歲,17.4
7187,2047,136,男性,72歲,15.53
7188,2047,136,女性,72歲,19.04
7189,2047,136,總計,73歲,16.65
7190,2047,136,男性,73歲,14.84
7191,2047,136,女性,73歲,18.22
7192,2047,136,總計,74歲,15.91
7193,2047,136,男性,74歲,14.16
7194,2047,136,女性,74歲,17.41
7195,2047,136,總計,75歲,15.18
7196,2047,136,男性,75歲,13.49
7197,2047,136,女性,75歲,16.61
7198,2047,136,總計,76歲,14.46
7199,2047,136,男性,76歲,12.84
7200,2047,136,女性,76歲,15.82
7201,2047,136,總計,77歲,13.77
7202,2047,136,男性,77歲,12.21
7203,2047,136,女性,77歲,15.05
7204,2047,136,總計,78歲,13.09
7205,2047,136,男性,78歲,11.6
7206,2047,136,女性,78歲,14.29
7207,2047,136,總計,79歲,12.42
7208,2047,136,男性,79歲,11.01
7209,2047,136,女性,79歲,13.55
7210,2047,136,總計,80歲,11.78
7211,2047,136,男性,80歲,10.44
7212,2047,136,女性,80歲,12.82
7213,2047,136,總計,81歲,11.15
7214,2047,136,男性,81歲,9.88
7215,2047,136,女性,81歲,12.12
7216,2047,136,總計,82歲,10.54
7217,2047,136,男性,82歲,9.35
7218,2047,136,女性,82歲,11.44
7219,2047,136,總計,83歲,9.95
7220,2047,136,男性,83歲,8.84
7221,2047,136,女性,83歲,10.77
7222,2047,136,總計,84歲,9.39
7223,2047,136,男性,84歲,8.34
7224,2047,136,女性,84歲,10.14
7225,2047,136,總計,85歲,8.84
7226,2047,136,男性,85歲,7.87
7227,2047,136,女性,85歲,9.52
7228,2047,136,總計,86歲,8.33
7229,2047,136,男性,86歲,7.42
7230,2047,136,女性,86歲,8.95
7231,2047,136,總計,87歲,7.84
7232,2047,136,男性,87歲,6.99
7233,2047,136,女性,87歲,8.4
7234,2047,136,總計,88歲,7.37
7235,2047,136,男性,88歲,6.59
7236,2047,136,女性,88歲,7.87
7237,2047,136,總計,89歲,6.92
7238,2047,136,男性,89歲,6.2
7239,2047,136,女性,89歲,7.36
7240,2047,136,總計,90歲,6.48
7241,2047,136,男性,90歲,5.83
7242,2047,136,女性,90歲,6.88
7243,2047,136,總計,91歲,6.07
7244,2047,136,男性,91歲,5.48
7245,2047,136,女性,91歲,6.41
7246,2047,136,總計,92歲,5.68
7247,2047,136,男性,92歲,5.14
7248,2047,136,女性,92歲,5.98
7249,2047,136,總計,93歲,5.3
7250,2047,136,男性,93歲,4.83
7251,2047,136,女性,93歲,5.56
7252,2047,136,總計,94歲,4.95
7253,2047,136,男性,94歲,4.53
7254,2047,136,女性,94歲,5.17
7255,2047,136,總計,95歲,4.61
7256,2047,136,男性,95歲,4.24
7257,2047,136,女性,95歲,4.8
7258,2047,136,總計,96歲,4.3
7259,2047,136,男性,96歲,3.98
7260,2047,136,女性,96歲,4.45
7261,2047,136,總計,97歲,4
7262,2047,136,男性,97歲,3.73
7263,2047,136,女性,97歲,4.13
7264,2047,136,總計,98歲,3.72
7265,2047,136,男性,98歲,3.49
7266,2047,136,女性,98歲,3.82
7267,2047,136,總計,99歲,3.46
7268,2047,136,男性,99歲,3.27
7269,2047,136,女性,99歲,3.54
7270,2047,136,總計,100歲及以上,2.72
7271,2047,136,男性,100歲及以上,2.65
7272,2047,136,女性,100歲及以上,2.75
7273,2048,137,總計,0歲,84.83
7274,2048,137,男性,0歲,81.71
7275,2048,137,女性,0歲,87.94
7276,2048,137,總計,1歲,84.08
7277,2048,137,男性,1歲,80.97
7278,2048,137,女性,1歲,87.18
7279,2048,137,總計,2歲,83.09
7280,2048,137,男性,2歲,79.98
7281,2048,137,女性,2歲,86.19
7282,2048,137,總計,3歲,82.09
7283,2048,137,男性,3歲,78.99
7284,2048,137,女性,3歲,85.2
7285,2048,137,總計,4歲,81.1
7286,2048,137,男性,4歲,77.99
7287,2048,137,女性,4歲,84.2
7288,2048,137,總計,5歲,80.1
7289,2048,137,男性,5歲,77
7290,2048,137,女性,5歲,83.21
7291,2048,137,總計,6歲,79.11
7292,2048,137,男性,6歲,76
7293,2048,137,女性,6歲,82.21
7294,2048,137,總計,7歲,78.11
7295,2048,137,男性,7歲,75.01
7296,2048,137,女性,7歲,81.22
7297,2048,137,總計,8歲,77.12
7298,2048,137,男性,8歲,74.01
7299,2048,137,女性,8歲,80.22
7300,2048,137,總計,9歲,76.12
7301,2048,137,男性,9歲,73.01
7302,2048,137,女性,9歲,79.22
7303,2048,137,總計,10歲,75.12
7304,2048,137,男性,10歲,72.02
7305,2048,137,女性,10歲,78.23
7306,2048,137,總計,11歲,74.13
7307,2048,137,男性,11歲,71.02
7308,2048,137,女性,11歲,77.23
7309,2048,137,總計,12歲,73.13
7310,2048,137,男性,12歲,70.02
7311,2048,137,女性,12歲,76.23
7312,2048,137,總計,13歲,72.13
7313,2048,137,男性,13歲,69.03
7314,2048,137,女性,13歲,75.24
7315,2048,137,總計,14歲,71.14
7316,2048,137,男性,14歲,68.03
7317,2048,137,女性,14歲,74.25
7318,2048,137,總計,15歲,70.15
7319,2048,137,男性,15歲,67.04
7320,2048,137,女性,15歲,73.25
7321,2048,137,總計,16歲,69.16
7322,2048,137,男性,16歲,66.05
7323,2048,137,女性,16歲,72.26
7324,2048,137,總計,17歲,68.17
7325,2048,137,男性,17歲,65.07
7326,2048,137,女性,17歲,71.27
7327,2048,137,總計,18歲,67.18
7328,2048,137,男性,18歲,64.08
7329,2048,137,女性,18歲,70.28
7330,2048,137,總計,19歲,66.2
7331,2048,137,男性,19歲,63.1
7332,2048,137,女性,19歲,69.29
7333,2048,137,總計,20歲,65.21
7334,2048,137,男性,20歲,62.12
7335,2048,137,女性,20歲,68.3
7336,2048,137,總計,21歲,64.23
7337,2048,137,男性,21歲,61.14
7338,2048,137,女性,21歲,67.31
7339,2048,137,總計,22歲,63.25
7340,2048,137,男性,22歲,60.16
7341,2048,137,女性,22歲,66.32
7342,2048,137,總計,23歲,62.26
7343,2048,137,男性,23歲,59.19
7344,2048,137,女性,23歲,65.33
7345,2048,137,總計,24歲,61.28
7346,2048,137,男性,24歲,58.21
7347,2048,137,女性,24歲,64.35
7348,2048,137,總計,25歲,60.3
7349,2048,137,男性,25歲,57.22
7350,2048,137,女性,25歲,63.36
7351,2048,137,總計,26歲,59.31
7352,2048,137,男性,26歲,56.24
7353,2048,137,女性,26歲,62.37
7354,2048,137,總計,27歲,58.33
7355,2048,137,男性,27歲,55.26
7356,2048,137,女性,27歲,61.39
7357,2048,137,總計,28歲,57.34
7358,2048,137,男性,28歲,54.28
7359,2048,137,女性,28歲,60.4
7360,2048,137,總計,29歲,56.36
7361,2048,137,男性,29歲,53.3
7362,2048,137,女性,29歲,59.42
7363,2048,137,總計,30歲,55.38
7364,2048,137,男性,30歲,52.32
7365,2048,137,女性,30歲,58.43
7366,2048,137,總計,31歲,54.4
7367,2048,137,男性,31歲,51.34
7368,2048,137,女性,31歲,57.45
7369,2048,137,總計,32歲,53.42
7370,2048,137,男性,32歲,50.36
7371,2048,137,女性,32歲,56.47
7372,2048,137,總計,33歲,52.44
7373,2048,137,男性,33歲,49.38
7374,2048,137,女性,33歲,55.49
7375,2048,137,總計,34歲,51.46
7376,2048,137,男性,34歲,48.41
7377,2048,137,女性,34歲,54.51
7378,2048,137,總計,35歲,50.49
7379,2048,137,男性,35歲,47.44
7380,2048,137,女性,35歲,53.53
7381,2048,137,總計,36歲,49.51
7382,2048,137,男性,36歲,46.47
7383,2048,137,女性,36歲,52.55
7384,2048,137,總計,37歲,48.54
7385,2048,137,男性,37歲,45.5
7386,2048,137,女性,37歲,51.58
7387,2048,137,總計,38歲,47.57
7388,2048,137,男性,38歲,44.53
7389,2048,137,女性,38歲,50.6
7390,2048,137,總計,39歲,46.61
7391,2048,137,男性,39歲,43.57
7392,2048,137,女性,39歲,49.63
7393,2048,137,總計,40歲,45.64
7394,2048,137,男性,40歲,42.62
7395,2048,137,女性,40歲,48.66
7396,2048,137,總計,41歲,44.68
7397,2048,137,男性,41歲,41.66
7398,2048,137,女性,41歲,47.69
7399,2048,137,總計,42歲,43.73
7400,2048,137,男性,42歲,40.71
7401,2048,137,女性,42歲,46.72
7402,2048,137,總計,43歲,42.77
7403,2048,137,男性,43歲,39.77
7404,2048,137,女性,43歲,45.75
7405,2048,137,總計,44歲,41.82
7406,2048,137,男性,44歲,38.83
7407,2048,137,女性,44歲,44.79
7408,2048,137,總計,45歲,40.88
7409,2048,137,男性,45歲,37.9
7410,2048,137,女性,45歲,43.83
7411,2048,137,總計,46歲,39.94
7412,2048,137,男性,46歲,36.98
7413,2048,137,女性,46歲,42.87
7414,2048,137,總計,47歲,39
7415,2048,137,男性,47歲,36.06
7416,2048,137,女性,47歲,41.91
7417,2048,137,總計,48歲,38.07
7418,2048,137,男性,48歲,35.15
7419,2048,137,女性,48歲,40.96
7420,2048,137,總計,49歲,37.15
7421,2048,137,男性,49歲,34.25
7422,2048,137,女性,49歲,40.01
7423,2048,137,總計,50歲,36.23
7424,2048,137,男性,50歲,33.35
7425,2048,137,女性,50歲,39.07
7426,2048,137,總計,51歲,35.32
7427,2048,137,男性,51歲,32.46
7428,2048,137,女性,51歲,38.12
7429,2048,137,總計,52歲,34.41
7430,2048,137,男性,52歲,31.59
7431,2048,137,女性,52歲,37.18
7432,2048,137,總計,53歲,33.51
7433,2048,137,男性,53歲,30.72
7434,2048,137,女性,53歲,36.24
7435,2048,137,總計,54歲,32.62
7436,2048,137,男性,54歲,29.86
7437,2048,137,女性,54歲,35.31
7438,2048,137,總計,55歲,31.73
7439,2048,137,男性,55歲,29.01
7440,2048,137,女性,55歲,34.37
7441,2048,137,總計,56歲,30.84
7442,2048,137,男性,56歲,28.16
7443,2048,137,女性,56歲,33.44
7444,2048,137,總計,57歲,29.96
7445,2048,137,男性,57歲,27.32
7446,2048,137,女性,57歲,32.52
7447,2048,137,總計,58歲,29.09
7448,2048,137,男性,58歲,26.49
7449,2048,137,女性,58歲,31.59
7450,2048,137,總計,59歲,28.22
7451,2048,137,男性,59歲,25.66
7452,2048,137,女性,59歲,30.67
7453,2048,137,總計,60歲,27.35
7454,2048,137,男性,60歲,24.84
7455,2048,137,女性,60歲,29.75
7456,2048,137,總計,61歲,26.49
7457,2048,137,男性,61歲,24.03
7458,2048,137,女性,61歲,28.83
7459,2048,137,總計,62歲,25.64
7460,2048,137,男性,62歲,23.22
7461,2048,137,女性,62歲,27.92
7462,2048,137,總計,63歲,24.79
7463,2048,137,男性,63歲,22.42
7464,2048,137,女性,63歲,27.01
7465,2048,137,總計,64歲,23.94
7466,2048,137,男性,64歲,21.62
7467,2048,137,女性,64歲,26.11
7468,2048,137,總計,65歲,23.1
7469,2048,137,男性,65歲,20.84
7470,2048,137,女性,65歲,25.21
7471,2048,137,總計,66歲,22.27
7472,2048,137,男性,66歲,20.06
7473,2048,137,女性,66歲,24.32
7474,2048,137,總計,67歲,21.45
7475,2048,137,男性,67歲,19.29
7476,2048,137,女性,67歲,23.43
7477,2048,137,總計,68歲,20.64
7478,2048,137,男性,68歲,18.53
7479,2048,137,女性,68歲,22.55
7480,2048,137,總計,69歲,19.83
7481,2048,137,男性,69歲,17.78
7482,2048,137,女性,69歲,21.68
7483,2048,137,總計,70歲,19.04
7484,2048,137,男性,70歲,17.04
7485,2048,137,女性,70歲,20.82
7486,2048,137,總計,71歲,18.26
7487,2048,137,男性,71歲,16.32
7488,2048,137,女性,71歲,19.97
7489,2048,137,總計,72歲,17.48
7490,2048,137,男性,72歲,15.61
7491,2048,137,女性,72歲,19.13
7492,2048,137,總計,73歲,16.73
7493,2048,137,男性,73歲,14.91
7494,2048,137,女性,73歲,18.31
7495,2048,137,總計,74歲,15.98
7496,2048,137,男性,74歲,14.22
7497,2048,137,女性,74歲,17.49
7498,2048,137,總計,75歲,15.25
7499,2048,137,男性,75歲,13.56
7500,2048,137,女性,75歲,16.69
7501,2048,137,總計,76歲,14.54
7502,2048,137,男性,76歲,12.9
7503,2048,137,女性,76歲,15.9
7504,2048,137,總計,77歲,13.84
7505,2048,137,男性,77歲,12.27
7506,2048,137,女性,77歲,15.13
7507,2048,137,總計,78歲,13.15
7508,2048,137,男性,78歲,11.66
7509,2048,137,女性,78歲,14.37
7510,2048,137,總計,79歲,12.49
7511,2048,137,男性,79歲,11.06
7512,2048,137,女性,79歲,13.62
7513,2048,137,總計,80歲,11.84
7514,2048,137,男性,80歲,10.49
7515,2048,137,女性,80歲,12.89
7516,2048,137,總計,81歲,11.21
7517,2048,137,男性,81歲,9.93
7518,2048,137,女性,81歲,12.19
7519,2048,137,總計,82歲,10.6
7520,2048,137,男性,82歲,9.4
7521,2048,137,女性,82歲,11.5
7522,2048,137,總計,83歲,10.01
7523,2048,137,男性,83歲,8.88
7524,2048,137,女性,83歲,10.84
7525,2048,137,總計,84歲,9.44
7526,2048,137,男性,84歲,8.38
7527,2048,137,女性,84歲,10.2
7528,2048,137,總計,85歲,8.89
7529,2048,137,男性,85歲,7.91
7530,2048,137,女性,85歲,9.58
7531,2048,137,總計,86歲,8.38
7532,2048,137,男性,86歲,7.46
7533,2048,137,女性,86歲,9
7534,2048,137,總計,87歲,7.88
7535,2048,137,男性,87歲,7.03
7536,2048,137,女性,87歲,8.45
7537,2048,137,總計,88歲,7.41
7538,2048,137,男性,88歲,6.62
7539,2048,137,女性,88歲,7.91
7540,2048,137,總計,89歲,6.95
7541,2048,137,男性,89歲,6.23
7542,2048,137,女性,89歲,7.4
7543,2048,137,總計,90歲,6.52
7544,2048,137,男性,90歲,5.86
7545,2048,137,女性,90歲,6.92
7546,2048,137,總計,91歲,6.1
7547,2048,137,男性,91歲,5.5
7548,2048,137,女性,91歲,6.45
7549,2048,137,總計,92歲,5.71
7550,2048,137,男性,92歲,5.17
7551,2048,137,女性,92歲,6.01
7552,2048,137,總計,93歲,5.33
7553,2048,137,男性,93歲,4.85
7554,2048,137,女性,93歲,5.59
7555,2048,137,總計,94歲,4.97
7556,2048,137,男性,94歲,4.55
7557,2048,137,女性,94歲,5.19
